codigoPr,nombre,estado,telefono
1768923884,Cheese - Le Cheve Noir,Nevada,702-686-9103
8530486986,Chocolate - Milk Coating,Vermont,802-486-3674
1567922643,"Pail - 15l White, With Handle",New York,315-987-4702
6052613637,"Pasta - Linguini, Dry",Louisiana,504-870-1383
2883647135,Langers - Cranberry Cocktail,Florida,407-745-4695
1557316953,Beef - Diced,Connecticut,203-910-7918
8218444742,"Wine - White, Cooking",Florida,863-753-9247
9582715324,Chicken - Wieners,Missouri,816-580-6967
3979032620,"Pasta - Lasagna, Dry",Texas,512-655-3363
9592850801,Sauce - Rosee,Texas,806-481-1507
0308895533,Sunflower Seed Raw,Kentucky,859-503-8439
7887191068,Honey - Liquid,California,916-252-8162
0948069422,Scallops - 10/20,New York,315-604-5371
2786222540,Lamb - Shoulder,Georgia,678-247-5014
7088902753,Parsnip,Illinois,217-359-7463
4988588939,Squid Ink,Indiana,317-933-3896
1076227171,Pepper - Sorrano,Washington,509-334-5733
4663377262,"Lamb - Whole Head Off,nz",Texas,915-928-4946
9870928293,"Shrimp - 16/20, Peeled Deviened",Georgia,706-483-0670
4531168585,Milk - Chocolate 250 Ml,Florida,727-606-6924
6179425175,Mousse - Mango,California,661-419-8495
4395094783,Soupfoamcont12oz 112con,North Carolina,704-180-4279
9897567402,Island Oasis - Magarita Mix,Texas,713-505-7148
1521083746,Blouse / Shirt / Sweater,Oregon,971-346-5063
0287845613,Pork - Smoked Kassler,Louisiana,318-726-9644
7076570300,Carbonated Water - Blackcherry,Ohio,614-694-6102
1424512344,"Cup - 3.5oz, Foam",Hawaii,808-260-2867
4095630825,"Ranchero - Primerba, Paste",North Carolina,704-183-2896
3004976528,Beef Striploin Aaa,Massachusetts,508-317-8677
3023629013,Bouillion - Fish,Florida,813-757-1424
0751469858,Veal - Kidney,New York,716-831-0615
2658330758,Wine - Toasted Head,Florida,772-131-2850
6752331642,Zucchini - Yellow,Delaware,302-113-7543
3942331985,"Iced Tea - Lemon, 340ml",Florida,239-771-1240
9240541403,Parasol Pick Stir Stick,Georgia,404-538-2291
3188893361,Beer - Guiness,Texas,936-604-7891
4134624711,Temperature Recording Station,North Carolina,919-504-3506
6559917509,"Olives - Black, Pitted",Texas,903-138-2763
2238587748,Remy Red Berry Infusion,Iowa,515-232-6950
8097976293,Beef - Diced,Michigan,313-595-1888
5664937572,Glass Clear 7 Oz Xl,Connecticut,203-860-2455
3523357667,Longos - Grilled Salmon With Bbq,Ohio,330-971-6452
7588457937,Bulgar,Arizona,623-521-6496
4420762489,Sachet,Michigan,248-716-9397
8312644040,Appetizer - Cheese Bites,South Carolina,843-288-3888
6202230630,Salami - Genova,Ohio,513-205-4984
9468265714,Pastry - Mini French Pastries,Texas,254-780-0523
2309260509,Artichoke - Fresh,Maryland,240-549-0042
3970221366,Easy Off Oven Cleaner,Tennessee,865-331-2629
6804165497,Soupfoamcont12oz 112con,New York,917-956-8672
3621056823,Seaweed Green Sheets,Washington,206-250-9364
3436177040,"Pasta - Fettuccine, Egg, Fresh",Minnesota,952-649-7529
7265940822,Squid Ink,Virginia,703-421-3696
0356639940,Soup - Campbells Mac N Cheese,District of Columbia,202-568-4224
5654957740,Beer - Rickards Red,Kansas,913-667-9474
7091484681,Ginsing - Fresh,Florida,305-907-2594
1083517163,Shrimp - Black Tiger 8 - 12,California,323-354-9835
4833312603,Chocolate - Feathers,Ohio,513-626-4480
0270956816,Table Cloth 120 Round White,California,562-313-1998
6731249068,"Soup - Canadian Pea, Dry Mix",Nevada,702-493-0768
0679638415,Sauce - Chili,Connecticut,203-631-4031
0364897937,Wine - Port Late Bottled Vintage,California,408-453-1686
8427560362,"Red Snapper - Fresh, Whole",Alabama,205-746-6816
8657258293,Cookie Dough - Chunky,Indiana,812-140-3875
6534011069,Pasta - Orecchiette,South Carolina,864-909-2846
9342200222,"Soup - Knorr, Chicken Gumbo",Virginia,804-762-6826
9131226523,Filling - Mince Meat,Arizona,520-189-3885
3556029391,"Carrots - Purple, Organic",Pennsylvania,-239-3422
4275186613,Sobe - Orange Carrot,Louisiana,504-985-9610
3359760921,"Juice - Apple, 500 Ml",Wisconsin,608-393-9374
3212377887,"Chocolate - Pistoles, White",Pennsylvania,412-639-3421
1729592996,Langers - Mango Nectar,Oregon,503-486-7505
9031451126,Flour - Pastry,Texas,915-908-9133
6135887599,"Beef - Ground, Extra Lean, Fresh",Illinois,815-677-8330
2615168894,Papayas,South Carolina,843-178-2612
6393775920,Cheese - Goat With Herbs,Colorado,719-647-7348
1114392693,Beer - Guiness,Connecticut,860-533-9613
2936725798,Thyme - Dried,Illinois,312-316-8961
9091486627,Kolrabi,California,626-287-1968
9236256686,Juice - Lemon,Arizona,520-141-6622
5393104049,Tray - 16in Rnd Blk,California,916-504-1408
0795968183,Brandy - Bar,California,760-321-8378
2414641339,Pears - Anjou,North Carolina,910-553-2860
0362265496,Scampi Tail,Louisiana,318-159-5350
3114762883,Wiberg Cure,Missouri,417-203-3074
8653342028,Cheese - Parmesan Grated,Iowa,515-127-3281
2853616657,Lotus Root,Florida,850-433-6578
2639369229,Cheese - Perron Cheddar,Connecticut,203-748-0619
1264829361,"Turkey - Breast, Smoked",Washington,360-913-6705
5767225478,Meldea Green Tea Liquor,Ohio,513-862-8933
3689867770,Nantuket Peach Orange,Texas,254-698-9448
3827429056,Galliano,Mississippi,662-736-5178
2974213561,"Lamb - Leg, Bone In",New York,212-502-5430
8440832451,Schnappes Peppermint - Walker,Virginia,571-182-5013
7509867800,Tray - 16in Rnd Blk,Ohio,614-305-0114
2194909729,Coffee Decaf Colombian,Florida,561-962-4922
8156511425,Longos - Grilled Chicken With,Washington,360-717-3615
3779477645,Bar - Sweet And Salty Chocolate,Texas,432-616-6267
6954486051,Table Cloth 53x69 White,Tennessee,423-523-5505
8897990452,Shrimp - 31/40,Georgia,706-823-2890
3531238205,"Tart Shells - Sweet, 2",New Mexico,505-260-0408
9297328288,Ecolab - Medallion,Idaho,208-210-8932
5782870184,Tomatoes Tear Drop,Indiana,260-557-9438
0876705980,"Zucchini - Mini, Green",Florida,727-376-7314
9849482176,Tea - Herbal - 6 Asst,Illinois,847-311-2811
2065018003,Sprouts Dikon,Illinois,312-939-6052
4627001339,"Pepper - Black, Crushed",North Dakota,701-612-9458
2218253100,Butter Balls Salted,District of Columbia,202-282-8966
6357596760,"Veal - Chops, Split, Frenched",California,619-813-9500
8097311380,Bread - Focaccia Quarter,Virginia,540-185-4402
3646665017,Flour - Pastry,Pennsylvania,215-231-9017
9289519061,Cheese - Brie,Connecticut,203-705-5789
9872414246,Wine - Pinot Noir Stoneleigh,Ohio,330-564-2830
3802281438,Orange Roughy 6/8 Oz,Alabama,256-823-7059
8718565166,Muskox - French Rack,Maryland,443-269-3809
2870120184,Onions - Cippolini,Maryland,301-818-5330
3540368302,"Beets - Candy Cane, Organic",California,805-438-1518
0376579374,"Cup - 3.5oz, Foam",Ohio,937-652-4926
6347131439,Milk - 2%,Washington,253-646-8232
4626271693,Wanton Wrap,Texas,817-954-6529
3639994744,Beef - Eye Of Round,Kansas,785-518-2082
6824198609,"Pork - Ham, Virginia",California,323-788-5712
0391418173,"Nut - Walnut, Chopped",Florida,850-189-9731
4694598945,Apple - Royal Gala,Utah,801-544-7216
7962440392,Bread - Raisin,Nebraska,402-984-7753
1966105649,"Quail - Whole, Bone - In",North Carolina,919-600-6354
2277788341,Steel Wool,California,626-367-8623
9840288652,"Croissant, Raw - Mini",Pennsylvania,412-694-1576
7162188230,Creamers - 10%,Texas,325-146-9296
1007709448,Milk - 2%,California,310-308-6765
7985955984,Milk - Skim,Texas,682-244-0872
0499978110,Plaintain,Virginia,540-139-6815
3876586828,Table Cloth 62x114 Colour,Texas,830-363-8671
7236513156,Nori Sea Weed - Gold Label,Florida,352-342-4944
0265628512,Garlic - Elephant,Washington,253-149-4260
8424041097,Spinach - Packaged,Florida,954-321-6383
2432439732,Beef Ground Medium,California,714-106-8168
8810541073,Shrimp - 100 / 200 Cold Water,California,951-451-4034
4674284961,Glove - Cutting,Maryland,410-207-6009
3634533536,Lamb - Bones,Georgia,478-799-2954
5978073341,Shopper Bag - S - 4,District of Columbia,703-358-2832
0192867210,"Cherries - Maraschino,jar",New York,716-113-1835
3876457491,Bar Bran Honey Nut,California,818-177-5594
4598203862,Dried Peach,Nevada,775-199-9020
0677777086,Cheese - Perron Cheddar,Virginia,540-186-9679
6090555045,Tia Maria,District of Columbia,202-697-7959
2633388434,"Split Peas - Yellow, Dry",New York,315-495-0601
7301840314,Fennel - Seeds,California,408-176-5769
5683761506,Bols Melon Liqueur,California,415-717-8037
9118502547,"Mushroom - Shitake, Fresh",Kansas,913-293-3581
9232641380,Beans - Kidney White,California,530-424-3724
7440942132,Apple - Macintosh,Delaware,302-424-0227
2619823110,Bread - Pain Au Liat X12,Texas,214-169-3078
4359322399,Glass - Juice Clear 5oz 55005,Pennsylvania,215-764-9187
0886436532,Salmon Steak - Cohoe 8 Oz,North Carolina,434-929-4855
0845316273,Eggwhite Frozen,California,818-127-4670
7841654669,Spice - Pepper Portions,Maryland,410-752-4389
5871115969,Longos - Lasagna Veg,Texas,940-896-0640
6139058473,Sesame Seed,Wisconsin,414-903-8641
5870868262,"Beans - Turtle, Black, Dry",Florida,407-429-0376
8109528627,Tamarind Paste,Massachusetts,617-891-0170
8243750673,Salt - Sea,Pennsylvania,267-713-8267
1732582572,Cloves - Ground,Ohio,513-328-7021
6199038975,Chicken - White Meat With Tender,Florida,941-431-9437
8923455024,"Pork - Loin, Boneless",New Jersey,609-254-8797
2448733309,Spice - Paprika,Montana,406-399-7496
9047077091,Ice Cream - Strawberry,Illinois,312-860-6132
5535745308,Pur Value,Michigan,734-303-7965
9936685415,"Shrimp - 16/20, Peeled Deviened",Texas,915-637-3308
6400877169,Berry Brulee,Kentucky,502-419-3932
8944401586,"Wine - Red, Concha Y Toro",Illinois,815-903-0638
2782496174,Pickles - Gherkins,Texas,713-251-7007
9209777808,"Chicken - Wings, Tip Off",Connecticut,860-651-7276
7590608149,Cornflakes,Florida,239-404-4653
1566320305,"Fish - Atlantic Salmon, Cold",Illinois,815-169-1676
1796861081,"Brocolinni - Gaylan, Chinese",Iowa,515-524-1226
4786997536,Kellogs Special K Cereal,New York,212-420-7029
8861522971,Cheese - Cambozola,California,415-735-9035
5109920990,Chick Peas - Canned,Texas,713-866-5607
2950635334,Cookie - Oreo 100x2,Texas,713-499-3119
6687020307,Yeast Dry - Fleischman,Kansas,913-771-7857
8499870082,"Wine - Red, Colio Cabernet",Pennsylvania,215-997-0104
1293118079,Beef - Flank Steak,Florida,904-282-1840
9347670391,Cheese - Comte,Oklahoma,918-550-1316
7720418204,Snapple Raspberry Tea,Alabama,251-512-7681
5204185720,Lemons,North Carolina,704-150-6581
5809997295,Pepper Squash,Georgia,404-152-0677
0402448553,Beans - Fine,Georgia,912-460-4541
9777201257,Pop - Club Soda Can,Illinois,312-967-0017
8471798476,Berry Brulee,California,310-473-7196
7362198531,Pepper - Orange,Texas,214-561-2811
1191577678,Buffalo - Short Rib Fresh,West Virginia,304-478-3287
6663637797,Cookie - Oreo 100x2,California,626-708-9679
3221016018,"Croissant, Raw - Mini",Alabama,334-674-7032
6486946040,"Beans - Black Bean, Preserved",Alabama,256-314-3208
9353100488,Nantucket - Orange Mango Cktl,Tennessee,901-340-0400
9543555796,French Pastries,Kentucky,502-907-9215
9785101517,Lamb Shoulder Boneless Nz,California,310-502-0006
4779864550,Greens Mustard,Missouri,314-631-9607
3405638828,Straw - Regular,Florida,561-245-5554
3718332256,Turkey Tenderloin Frozen,Texas,469-813-0909
7585616287,Gatorade - Cool Blue Raspberry,District of Columbia,202-405-1280
5374341928,"Bread - Roll, Italian",Indiana,812-599-9219
1331970865,Vinegar - Raspberry,Wisconsin,608-991-1428
5946947419,Rabbit - Saddles,Indiana,574-567-7665
7589553263,Food Colouring - Green,Texas,469-372-8324
8072725505,Water - Evian 355 Ml,Connecticut,203-787-5091
7185325161,Muffin - Mix - Bran And Maple 15l,Illinois,630-809-4104
5053606153,Gatorade - Xfactor Berry,Pennsylvania,570-944-5119
5499880255,Cheese - Fontina,Indiana,317-367-0719
9736534197,"Pasta - Cannelloni, Sheets, Fresh",Nevada,702-159-3394
9881528585,Pecan Raisin - Tarts,California,415-507-9978
2220607887,Skirt - 24 Foot,Texas,817-662-7570
2472618417,Flavouring - Orange,California,805-962-1761
5092688831,Juice - Ocean Spray Kiwi,Florida,727-852-1645
1148140883,Canada Dry,California,415-310-0068
5053505675,Cape Capensis - Fillet,California,626-942-8598
6468051371,Beef - Eye Of Round,California,213-317-1045
5879044742,"Pork - Bacon,back Peameal",Tennessee,901-372-5753
5544398259,Apples - Sliced / Wedge,Florida,561-747-7083
8410663023,Soup - Campbells Mac N Cheese,Texas,214-663-4322
9688266221,Beef - Texas Style Burger,Texas,512-317-0151
5692910691,Avocado,New York,585-802-3853
7609044113,Snapple Raspberry Tea,Oregon,971-197-8547
1860402771,Chutney Sauce,Washington,509-367-0886
7004518574,Rhubarb,California,818-329-5744
9508666757,Cookie - Oreo 100x2,Tennessee,901-769-7952
8898511698,Hagen Daza - Dk Choocolate,Ohio,614-427-2701
0045888612,Island Oasis - Peach Daiquiri,Arizona,520-437-1348
1608280128,Napkin White - Starched,New York,212-361-0800
3067667336,Country Roll,North Carolina,828-938-2385
0826902677,Flower - Dish Garden,Virginia,757-497-7012
1240003935,Dried Cherries,Missouri,314-355-4597
2700177037,"Apple - Delicious, Golden",Arizona,602-338-1119
1825102686,Myers Planters Punch,Illinois,773-918-4017
1563692651,Vinegar - Raspberry,North Carolina,704-887-0200
3856099506,Sauce - Alfredo,Pennsylvania,412-467-6571
6505906584,Ecolab - Ster Bac,Florida,904-962-1535
4439722199,Table Cloth 62x114 White,Texas,972-573-3592
3759608558,Edible Flower - Mixed,New York,718-889-8821
0049575813,"Cheese - Havarti, Salsa",Texas,214-968-8751
6941662344,Sauce - Marinara,Ohio,513-359-0010
1165379198,Shark - Loin,Georgia,706-806-9177
1855429578,Cabbage - Nappa,North Carolina,910-613-3852
5803162043,Ice Cream - Turtles Stick Bar,Minnesota,612-363-1699
1965135390,"Juice - V8, Tomato",Florida,954-934-8479
8455921463,Sproutsmustard Cress,Texas,832-216-4511
0994232926,Extract - Almond,Michigan,269-396-5019
6976078681,Potatoes - Pei 10 Oz,Arkansas,501-893-6807
6250994475,Lamb Leg - Bone - In Nz,Minnesota,763-633-8505
0063134748,Bread - Rye,Virginia,804-734-5782
5872328060,Beer - Mcauslan Apricot,Nevada,775-990-8963
9251234787,Macaroons - Homestyle Two Bit,Oklahoma,918-785-4945
7376753869,Oil - Olive,Nevada,702-127-0058
3725836590,Higashimaru Usukuchi Soy,South Carolina,843-303-4777
6571697114,Plate Pie Foil,Texas,915-828-6048
3987299835,Beans - Fava Fresh,North Carolina,919-780-3213
6084307205,Jolt Cola - Red Eye,Massachusetts,617-758-1477
5025140285,Sobe - Orange Carrot,District of Columbia,202-862-9519
8881571749,Syrup - Monin - Passion Fruit,Georgia,404-355-7401
7900901019,Pepper - Chilli Seeds Mild,Minnesota,651-678-5660
4045316302,Cheese - Gouda,North Carolina,336-555-3910
1965008259,Pork - Caul Fat,Pennsylvania,717-617-2962
2078864722,Coffee Cup 16oz Foam,California,805-297-0104
6847482915,Cardamon Ground,Wisconsin,608-661-9898
5303553744,Appetizer - Veg Assortment,District of Columbia,202-699-0570
2863849948,Beer - Fruli,California,916-890-2720
0166540307,Dc Hikiage Hira Huba,Ohio,513-272-3501
1446560422,Wine - Sicilia Igt Nero Avola,New York,646-428-5054
8452111827,Appetizer - Southwestern,Florida,813-585-4722
9899099031,Rice - 7 Grain Blend,Florida,321-462-8789
3632333696,Broom Handle,Nebraska,402-826-3631
4014790231,Carbonated Water - White Grape,California,559-691-0725
0065500326,Cookie Dough - Oatmeal Rasin,New York,914-503-3079
1272437620,Soho Lychee Liqueur,Virginia,571-152-7258
0119825406,Shiratamako - Rice Flour,Washington,253-513-7607
6801750380,Parsley Italian - Fresh,Indiana,260-810-3866
4345248299,Gatorade - Fruit Punch,Texas,682-847-2605
6517957928,Lettuce - Arugula,Texas,915-211-7692
7218881432,Dawn Professionl Pot And Pan,Oklahoma,405-663-9067
0423105671,Sea Bass - Fillets,Washington,425-343-6292
5975286964,Melon - Cantaloupe,Texas,832-789-2459
0435386506,Muffin - Mix - Creme Brule 15l,South Carolina,843-659-9332
8518350298,Rambutan,Virginia,540-399-1331
9836081070,Beef - Flank Steak,Florida,813-969-2269
3207951856,Pepper Squash,New York,516-543-5120
3489044770,"Veal - Chops, Split, Frenched",District of Columbia,202-323-5972
6724351456,Chinese Foods - Cantonese,California,626-197-7468
7271625909,"Pail - 4l White, With Handle",Ohio,419-421-6532
0890621365,Wine - Barbera Alba Doc 2001,Illinois,815-893-4401
4249528693,"Oil - Shortening,liqud, Fry",Texas,210-122-5110
9998170427,Strawberries - California,Oregon,503-570-6398
7944431247,Tea - Apple Green Tea,South Dakota,605-295-7299
3654738931,Beer - Original Organic Lager,Ohio,513-700-1940
6062684340,Bag - Regular Kraft 20 Lb,Washington,206-292-8723
1429583681,Bread Base - Italian,Illinois,708-191-4824
1382459149,Cloves - Ground,Maryland,240-877-1257
3804317332,Lid Tray - 12in Dome,California,818-732-1249
8744277288,Tofu - Firm,Alabama,205-264-7433
2376563925,Energy Drink - Redbull 355ml,Washington,253-279-8903
0581377125,Laundry - Bag Cloth,California,415-993-4111
8112508925,Flour - Strong,Colorado,303-758-5303
5084347419,Cheese - Pied De Vents,Alabama,205-897-0355
7951745669,Versatainer Nc - 9388,Pennsylvania,814-468-8257
0185180809,Corn Syrup,Iowa,563-366-0768
2770308866,Coffee - Decafenated,Oklahoma,405-698-3500
0687781302,"Hickory Smoke, Liquid",District of Columbia,202-980-6681
7998039612,"Juice - Apple, 500 Ml",Arkansas,501-680-3296
8878347795,Salt - Kosher,Minnesota,218-300-6570
3794231988,Wine - Magnotta - Belpaese,California,562-597-4405
3603048512,"Bread - Rolls, Corn",Oklahoma,918-905-9429
1692658492,Teriyaki Sauce,Louisiana,504-916-8383
9674473653,Tomatillo,Florida,305-986-4357
8011038958,Cheese - Taleggio D.o.p.,District of Columbia,202-618-9008
1160109087,Nori Sea Weed - Gold Label,New York,917-149-9674
5931772057,"Bread - Roll, Calabrese",West Virginia,304-124-8563
9355751451,Beef - Salted,Virginia,540-544-0538
5253618600,Bag Clear 10 Lb,Washington,360-758-2580
3690343771,White Baguette,New York,716-775-7686
7594773683,Soup - Verve - Chipotle Chicken,Minnesota,952-439-7991
4110737338,Eggwhite Frozen,Iowa,515-573-7002
2763890571,Chips - Doritos,Virginia,571-649-9805
6782743442,Pork - Shoulder,Texas,817-138-9658
6978606316,Bagel - Everything Presliced,Texas,806-394-8252
6423166048,"Iced Tea - Lemon, 340ml",Colorado,303-507-0139
4860730186,Tilapia - Fillets,Oklahoma,405-576-1864
7049574929,Flour - Fast / Rapid,Nebraska,402-516-4139
4902539314,Butter - Unsalted,Massachusetts,413-788-1124
4591962202,Barley - Pearl,North Carolina,704-601-5175
5452198334,Towel Dispenser,Illinois,312-924-5489
3173992903,Absolut Citron,Texas,214-729-7423
2595792881,Tomatoes - Roma,Virginia,434-197-2841
5627457015,Chocolate Bar - Reese Pieces,Michigan,248-559-6186
4743775175,Chevril,Missouri,573-142-3531
8236055841,Chevere Logs,Illinois,331-347-7223
8391634027,Pail For Lid 1537,Texas,915-160-2301
8721201811,Energy Drink - Franks Original,Florida,786-906-5916
8224235734,Puree - Pear,New York,716-425-6070
3448058572,Appetizer - Escargot Puff,Alabama,334-418-5375
8728341198,Pepper - Red Chili,California,559-446-9788
2546714015,Wine - Merlot Vina Carmen,North Carolina,919-628-7845
7497327801,Juice - Ocean Spray Cranberry,Arkansas,479-582-3482
7016618129,Pie Pecan,West Virginia,304-195-9628
9635146647,Soap - Mr.clean Floor Soap,Oklahoma,405-546-6089
5123597565,Cognac - Courvaisier,California,408-815-3834
5954870926,"Wine - Red, Concha Y Toro",New Jersey,862-137-2810
3520768100,Grapes - Red,Idaho,208-639-7149
8412634918,"Carrots - Purple, Organic",Georgia,404-156-3952
0597390452,Muffin Puck Ww Carrot,South Carolina,803-140-1823
3288522497,Chips - Doritos,Alabama,334-830-7679
9524990504,"Crab - Claws, Snow 16 - 24",Louisiana,504-641-9957
8406776064,Cloves - Ground,Delaware,302-648-6688
4878594780,Bread - Italian Roll With Herbs,Kansas,785-144-4000
7653108377,Basil - Thai,District of Columbia,202-823-1424
1129599876,"Tomatoes - Plum, Canned",Maryland,410-466-2381
3991578557,"Rum - Dark, Bacardi, Black",North Carolina,704-386-5708
0154664197,Flower - Carnations,New York,212-169-3651
0815206747,Vinegar - Rice,California,530-159-6863
6695359768,"Tomatoes - Plum, Canned",California,510-486-9064
5997557294,Bread - White Epi Baguette,Florida,786-779-0655
8934889675,Buffalo - Tenderloin,Texas,915-865-3460
6049816638,Vinegar - White Wine,West Virginia,304-638-6205
8251288673,"Salmon - Atlantic, Skin On",Florida,954-979-4568
8465533377,Cheese - Comte,Indiana,812-912-6746
0662891775,Tea - Decaf Lipton,Colorado,303-800-5074
5567261748,"Pasta - Fettuccine, Egg, Fresh",Florida,904-276-4813
2729306900,Crab Meat Claw Pasteurise,North Carolina,336-805-0981
3034100698,Chinese Foods - Thick Noodles,Minnesota,763-585-9707
6397490246,"Pepsi, 355 Ml",Colorado,720-389-9171
9733275409,"Tomatoes - Vine Ripe, Yellow",Ohio,937-471-7661
3185794648,Gherkin,West Virginia,304-347-0377
6346233289,"Wine - Harrow Estates, Vidal",Colorado,719-117-1042
9117306620,Water - Green Tea Refresher,California,323-846-5228
2337909409,Dill Weed - Dry,California,707-578-5660
6951913595,Langers - Ruby Red Grapfruit,Connecticut,203-758-4002
5170911254,Otomegusa Dashi Konbu,New York,845-761-2745
3882082178,Onions - Pearl,Nebraska,402-519-9463
2747087158,"Champagne - Brights, Dry",Oregon,503-622-5500
8467290153,Sprouts Dikon,Georgia,404-588-6048
9823004579,Broccoli - Fresh,Florida,305-150-6259
7560265154,Apple - Northern Spy,Washington,360-341-3133
8651531680,"Sugar - Sweet N Low, Individual",Minnesota,218-248-9351
4642037853,"Yogurt - Banana, 175 Gr",Ohio,937-291-0516
4110788072,"Juice - Grape, White",California,510-854-1752
0916557014,English Muffin,North Carolina,704-813-4113
1596244631,Wine - Mondavi Coastal Private,Virginia,571-359-9732
5168993001,Sole - Iqf,Georgia,404-755-0445
7603805368,Squeeze Bottle,Texas,512-324-2331
9474844755,"Beets - Candy Cane, Organic",Iowa,515-179-8326
9018565830,Muffin - Banana Nut Individual,New York,585-719-0131
0869841556,Apricots - Halves,Texas,214-224-3372
6845121117,Crab Meat Claw Pasteurise,Minnesota,651-223-3596
6121392142,Syrup - Monin - Blue Curacao,Iowa,515-409-6585
8177902946,Persimmons,California,858-292-4417
8971229594,Versatainer Nc - 9388,Florida,904-685-4189
6072483593,Flour - Pastry,Nevada,775-240-7422
5472046521,Truffle Cups - White Paper,Illinois,312-668-0783
4609824590,Juice - Apple Cider,Florida,772-687-0384
7307618087,Cup - Translucent 7 Oz Clear,Indiana,317-343-1841
3519742187,Crab Meat Claw Pasteurise,Connecticut,203-582-8282
9456395936,French Pastry - Mini Chocolate,California,530-890-9650
8764955680,Chicken - Livers,Virginia,540-280-1707
9257742458,Muffin Hinge 117n,New Jersey,609-239-3360
4316591649,Apples - Spartan,Florida,954-821-2258
3123141888,Milk - Homo,Pennsylvania,814-669-3269
3152863918,"Beef - Kindney, Whole",Texas,915-678-2731
5362193643,Cheese - Colby,Virginia,540-901-3590
5984146991,"Beets - Candy Cane, Organic",New York,917-560-0097
5557720545,"Soup - Canadian Pea, Dry Mix",Connecticut,860-259-3957
1567039715,Wine - Chenin Blanc K.w.v.,North Carolina,704-646-6252
3615396294,Grand Marnier,California,510-202-7513
0501345086,Pepper - Green,California,909-172-1451
5552058879,Wine - Fino Tio Pepe Gonzalez,Indiana,765-850-0831
3060978204,Cheese - Gouda,Missouri,816-307-8943
7102783442,Versatainer Nc - 8288,Colorado,720-621-2554
8484317366,Food Colouring - Orange,Connecticut,860-473-3495
3901142940,"Wine - Magnotta - Red, Baco",California,408-870-6435
7056159176,"Soup - Campbells, Spinach Crm",Florida,727-697-1507
8303134493,Squash - Guords,Florida,904-690-9586
0388036273,"Chicken - Wings, Tip Off",Delaware,302-257-0138
4442576203,Veal - Eye Of Round,New York,315-288-3299
6382243027,Snapple - Iced Tea Peach,Florida,754-947-1061
3887040732,Nantucket Pine Orangebanana,North Carolina,910-558-9271
0316046906,"Schnappes - Peach, Walkers",Missouri,816-471-8833
8504528014,Table Cloth 54x72 White,Indiana,317-900-5238
7569485793,Ginger - Fresh,Kansas,316-496-8778
3169132695,Turkey - Ground. Lean,New York,212-772-5080
8630124164,Cheese - Comte,Kentucky,859-719-0935
4186371350,Wine - Baron De Rothschild,District of Columbia,202-984-7325
0949599514,Carbonated Water - Blackberry,New York,718-222-0657
6251879297,Crackers - Melba Toast,California,714-871-2743
0990722775,Hagen Daza - Dk Choocolate,Texas,512-126-1327
1791909558,Beer - Upper Canada Light,Connecticut,860-473-8356
1350725854,Marjoram - Fresh,Virginia,202-346-3676
2515359841,Milk - Chocolate 500ml,District of Columbia,202-623-1146
3676391969,Ice Cream - Turtles Stick Bar,Minnesota,763-609-8074
2999833784,Energy Drink,Missouri,314-825-2170
0521552559,"Chilli Paste, Sambal Oelek",Florida,813-341-9614
5278732040,Broccoli - Fresh,Colorado,719-594-2169
3098599383,Arrowroot,Pennsylvania,717-462-1041
5845410541,Wine - Alicanca Vinho Verde,Oklahoma,918-695-6375
9408980158,Gelatine Powder,North Dakota,701-332-0303
9341078679,Flour - Teff,Texas,210-249-9847
6547065537,Alize Red Passion,North Carolina,336-961-8874
1614491615,Berry Brulee,New York,212-781-1581
0433675993,"Pasta - Orzo, Dry",Florida,954-926-7732
2926900074,Beef - Striploin Aa,Florida,727-768-3346
4294504811,"Beans - Kidney, Canned",California,650-570-5413
1426643322,Beef - Tender Tips,New York,716-560-9648
1186436077,"Apple - Delicious, Red",California,949-352-1726
6860999268,Nantucket Orange Juice,California,714-410-1432
4396128312,"Shrimp - 16/20, Peeled Deviened",Texas,281-309-7751
9488109637,"Pasta - Detalini, White, Fresh",New York,518-399-1592
6358739425,Beer - Blue,Texas,214-497-9234
6253157760,Lemon Tarts,Texas,682-739-5559
6724738989,Anchovy Fillets,Texas,682-383-3081
6628155269,Cheese - Gouda Smoked,Georgia,912-193-8815
8577164578,Sprouts - Corn,Florida,305-102-2715
7119046187,Calypso - Strawberry Lemonade,Colorado,303-502-9277
1114483648,Brandy Cherry - Mcguinness,Pennsylvania,610-937-6039
7641294154,"Wine - Red, Mouton Cadet",Utah,435-120-9041
5655947994,Dikon,Oregon,971-125-3060
8298250478,"Yogurt - Peach, 175 Gr",California,323-834-2377
3906937534,Country Roll,West Virginia,304-431-6484
2989966978,"Pork - Back, Long Cut, Boneless",Nevada,702-136-2074
9030144203,"Tea - Darjeeling, Azzura",Ohio,216-277-9230
5057288563,Ocean Spray - Kiwi Strawberry,New York,607-654-8527
3852668298,Jolt Cola - Red Eye,Washington,425-851-8814
8870695328,"Gingerale - Schweppes, 355 Ml",Minnesota,763-615-8968
5617460560,"Beef - Chuck, Boneless",Oklahoma,405-790-9867
9819654238,"Radish - Black, Winter, Organic",Texas,214-494-4699
6397568393,Rabbit - Whole,Kentucky,859-851-7514
0954683056,Bread Roll Foccacia,North Carolina,704-507-8264
6432297966,"Juice - V8, Tomato",Wisconsin,920-117-3911
0109988507,Wine - Zinfandel California 2002,Florida,813-263-9735
